city,date,fare,ride_id
Howardshire,2018-03-11 07:14:04,38.42,6117047471015
Lake Breanna,2018-01-05 08:14:32,32.4,0497466851732
Taylorfurt,2018-03-10 20:29:22,23.3,4530754182753
Perezland,2018-02-07 16:07:03,35.66,5203102916438
Annaland,2018-01-03 19:42:20,43.13,8457122043255
Dunlapmouth,2018-01-03 10:09:40,5.66,5946149924850
Virginiafurt,2018-02-08 21:35:15,13.69,0498356193253
Glendatown,2018-02-06 12:11:21,10.79,1000535730938
Kingtown,2018-01-05 06:09:04,30.89,5562827462348
Baileychester,2018-03-02 01:21:07,29.37,1131308451238
Josephville,2018-03-10 11:33:25,37.06,4401594870899
East Jessicastad,2018-02-05 19:18:15,19.24,4548969806371
South Joshua,2018-01-22 22:53:48,25.08,2358143379407
Curtismouth,2018-02-17 07:15:11,13.46,4810060654800
Brianmouth,2018-02-06 05:01:16,7.12,4966792997095
Carlchester,2018-02-10 05:54:00,38.87,5336454670304
New Andrew,2018-01-05 02:14:25,38.26,1089840476137
Marshallside,2018-01-27 06:01:55,35.49,8848945178369
Josephville,2018-01-09 02:49:38,28.79,9536727637720
Lukeport,2018-01-20 13:07:28,40.81,6256957993191
Hollowayburgh,2018-01-06 19:51:49,36.84,8508485360876
Fergusonshire,2018-02-28 11:52:16,31.36,4312355095737
West Kellyton,2018-01-15 07:38:08,20.53,8816861460837
Bryanbury,2018-01-18 07:57:14,16.34,1696870105533
Diazmouth,2018-02-19 12:47:15,15.7,8472074482532
Lake Kariport,2018-01-01 15:36:40,43.79,8218597040848
Brianmouth,2018-02-02 12:18:00,4.26,7981271206731
Jacobsonmouth,2018-02-20 08:55:22,44.5,3512706744081
Diazmouth,2018-01-13 13:53:23,5.19,3159586090503
Willismouth,2018-01-20 21:59:24,12.28,8847984165446
North Samantha,2018-02-17 12:30:06,7.18,7505952911938
Brianmouth,2018-01-17 20:32:47,24.94,6662315329494
South Joshua,2018-01-04 22:40:03,36.52,0505146367357
New Matthewborough,2018-01-03 23:11:27,24.67,8833766998562
East Jessicastad,2018-01-03 01:02:38,23.27,6614441287650
Hallville,2018-03-05 17:10:36,14.87,9132988310800
New Matthewborough,2018-02-07 18:25:24,27.76,1553528503410
Josephtown,2018-01-30 04:11:58,29.57,6971690583163
Lake Nicoleside,2018-01-15 10:27:51,4.43,4245750127744
West Tylerborough,2018-01-27 03:54:29,33.07,8544112404445
North Sara,2018-02-18 06:52:29,40.9,3895211922152
Dennisside,2018-01-30 10:09:57,30.36,8141807315354
Hallville,2018-01-15 23:47:48,15.59,0976270045112
Jacobsonmouth,2018-03-08 01:28:15,13.06,1467511659186
Mcdonaldbury,2018-03-02 14:27:50,42.96,2944252930327
Dennisside,2018-01-15 05:18:27,10.49,6629750464845
Perezland,2018-02-11 22:02:21,41.19,3106050228276
Howardshire,2018-01-19 16:42:34,35.46,8389854806283
Port Nancy,2018-01-03 06:47:58,17.41,2235142493856
Wisetown,2018-02-01 07:47:45,44.83,2706278078045
New Christopher,2018-01-14 06:17:00,35.32,7388662840985
Ortegaberg,2018-01-12 05:41:23,16.98,6346600152683
Ortizland,2018-01-25 06:48:23,41.24,0556500067666
Annaland,2018-02-05 20:45:32,40.66,7594137947398
Gordonton,2018-01-17 22:58:56,38.05,3086940034210
Perezland,2018-02-06 11:31:38,38.85,2896250442275
Hallville,2018-01-06 02:11:22,22.27,7634110913627
Lake Nicoleside,2018-03-09 19:41:58,8.64,2826140164109
Taylorfurt,2018-01-26 01:17:18,44.72,8182424793637
New Adam,2018-01-02 17:31:48,40.33,3631635963827
Brownfort,2018-02-17 22:08:45,9.88,1308847223019
Lake Breanna,2018-01-02 14:43:40,36.68,8785507438274
Perezland,2018-01-30 19:13:02,14.63,9825700176265
West Kellyton,2018-01-13 13:17:22,5.14,5504706343515
West Kellyton,2018-03-03 14:52:04,23.75,9506131668979
Brownfort,2018-02-17 11:36:29,16.85,9966856119246
New Andrew,2018-02-13 07:37:45,40.16,6630979428129
Josephtown,2018-03-02 07:39:48,30.55,3043118458452
Brownfort,2018-01-20 17:03:14,23.32,4504979477222
Lukeport,2018-02-17 10:30:33,15.02,1329721983928
South Richardberg,2018-02-13 06:18:43,23.01,6478002466157
Lake Kariport,2018-01-26 21:19:53,10.36,2700637342372
Riverahaven,2018-01-28 11:06:41,34.32,3922426994572
West Robertland,2018-03-03 16:28:55,37.0,3096352967839
West Kellyton,2018-02-13 19:34:17,24.71,1501710147249
South Jessica,2018-01-21 22:27:19,43.07,0605593196361
Edwardberg,2018-02-14 23:08:12,19.22,4633287752889
East Yvonneshire,2018-02-23 10:55:19,10.11,9708389419451
Lake Patriciaside,2018-02-28 04:46:02,7.7,8045977324980
Arielview,2018-01-28 02:32:47,26.63,6552078049374
Lake Sarah,2018-01-16 09:58:01,28.49,2131575633749
Davidborough,2018-01-07 06:46:10,19.33,1127194618732
Lake Patriciaside,2018-02-09 14:23:52,7.55,2941687775356
Josephtown,2018-01-05 16:56:55,16.6,3134225421580
Marshallside,2018-01-22 10:13:33,10.86,0034142271486
Mcdonaldbury,2018-03-06 22:14:47,34.32,8389872333525
Willismouth,2018-03-05 20:05:25,20.12,9424823454603
Curtismouth,2018-02-11 12:34:55,13.78,8895978052722
Lake Kariport,2018-01-22 07:53:53,25.16,9144927298285
Fergusonshire,2018-01-27 18:29:25,16.39,5791686249894
South Alyssa,2018-01-31 13:32:42,18.64,8478233335015
Benjaminport,2018-01-05 13:46:06,25.8,4519137433095
South Joshua,2018-01-08 18:00:38,40.03,4159446527827
New Christopher,2018-02-16 04:51:43,25.36,7129137228538
Dunlapmouth,2018-01-18 20:24:27,21.92,8088175972485
Hallville,2018-01-24 18:08:37,7.54,3089599997844
Arielview,2018-03-01 17:28:15,30.77,7348348247682
Dunlapmouth,2018-03-07 17:45:57,30.48,6670904231677
New Adam,2018-02-21 03:57:20,23.32,0743289744981
North Sara,2018-01-23 09:08:07,37.74,1429260303222
Dennisside,2018-02-13 08:54:38,32.58,6185164869831
Kingtown,2018-01-24 19:23:17,35.77,4823531067252
Hallville,2018-03-10 14:57:25,12.49,1466825036027
Jacobsonmouth,2018-02-27 18:27:13,24.85,6939898615918
Josephtown,2018-01-21 07:26:08,34.89,6590079225311
Diazmouth,2018-01-03 21:09:11,44.62,7029612993510
Benjaminport,2018-02-01 02:06:43,28.21,8201968131931
Fergusonshire,2018-01-28 17:19:02,37.02,4937744180520
Bryanbury,2018-02-02 10:43:17,37.27,0472906815161
Hollowayburgh,2018-02-21 18:47:25,22.82,0906155590208
Dunlapmouth,2018-03-01 10:12:22,23.27,7224571162582
East Jenniferborough,2018-03-02 13:18:36,15.45,4670251953415
Perezland,2018-02-25 06:37:21,11.28,6302292339535
Marshallside,2018-02-01 09:20:39,7.48,1194338523719
Annaland,2018-02-05 02:33:52,37.35,6517970420225
Brownfort,2018-02-17 19:09:19,17.56,1834248940946
Mcdonaldbury,2018-01-11 11:06:38,15.62,9228484533352
North Sara,2018-02-16 14:45:48,32.06,3766022875749
Marshallside,2018-01-29 13:19:18,32.38,6938507079905
Leeside,2018-01-01 18:47:02,30.9,8767903377227
Taylorfurt,2018-01-29 19:24:44,19.0,5353574267047
Taylorfurt,2018-03-08 17:38:24,30.95,8699481806021
South Joshua,2018-03-12 03:40:24,5.6,8024663372085
Gordonton,2018-01-16 14:31:58,41.79,9610312206383
Mcdonaldbury,2018-02-16 19:23:20,9.69,7029062052041
North Samantha,2018-03-12 02:57:30,40.95,1421804429283
Edwardberg,2018-02-13 00:18:05,38.22,1557833641942
West Tylerborough,2018-01-10 04:16:10,44.16,3761098007100
Dennisside,2018-02-02 12:51:33,14.38,0467504625892
Lake Kariport,2018-03-04 10:42:16,35.76,0872658225490
North Sara,2018-01-21 00:47:13,21.49,7568653042097
West Kellyton,2018-02-20 11:54:02,6.2,9421748385142
Willismouth,2018-01-24 22:35:20,9.47,4957369577369
Lake Sarah,2018-02-17 16:14:12,44.07,0577563765177
Rodriguezborough,2018-03-11 11:52:04,33.17,0746225418793
New Christopher,2018-02-13 23:10:36,11.85,6916141553951
Rodriguezborough,2018-02-27 06:50:13,17.29,5607828093655
Benjaminport,2018-01-08 10:08:25,37.21,2530659272964
Marshallside,2018-03-11 04:17:27,39.09,2772676939127
Brownfort,2018-01-09 18:59:03,31.05,4520567430608
Riverahaven,2018-02-08 00:45:02,31.97,4396752293873
Lake Patriciaside,2018-01-06 03:30:30,13.19,2268569212625
Leeside,2018-01-27 18:22:42,33.86,6858957599238
Willismouth,2018-02-20 02:14:05,17.21,4562570144868
East Yvonneshire,2018-02-12 03:04:51,11.07,7058115530496
East Jessicastad,2018-01-21 11:56:51,32.42,1992621020859
Leeside,2018-03-05 00:09:12,10.4,7853519729947
Lukeport,2018-01-19 13:04:41,13.54,1110793905419
Mcdonaldbury,2018-03-03 05:52:43,30.48,4462884549802
Marshallside,2018-02-05 00:25:15,14.86,6822897638678
Mullinsbury,2018-03-07 05:27:36,26.61,2290080416206
South Richardberg,2018-01-09 07:37:34,15.3,4650207390792
New Adam,2018-03-09 12:56:57,31.27,9026888407138
Lake Nicoleside,2018-02-24 15:08:31,4.19,5809016583331
Johnmouth,2018-01-11 01:49:40,14.48,0865916983119
Dennisside,2018-01-02 05:56:32,41.71,8562192915521
New Brandystad,2018-02-22 05:38:11,13.52,1450357521939
Dennisside,2018-02-01 04:43:10,26.93,4372726672981
South Jessica,2018-02-03 02:21:54,41.83,3711328646494
Lake Nicoleside,2018-02-02 04:01:29,26.89,2289169213263
East Jenniferborough,2018-03-04 18:42:11,9.62,2750204414117
Lukeport,2018-01-12 14:47:21,35.16,4891106294884
Hollowayburgh,2018-03-02 14:06:59,7.81,1802691968343
New Christopher,2018-02-09 16:02:48,5.47,7390093671892
New Adam,2018-02-23 17:10:48,4.52,5317398703884
East Kristina,2018-01-30 09:30:28,13.42,7870301046365
West Tylerborough,2018-03-03 14:29:54,29.36,9623184256561
Brianmouth,2018-02-20 16:39:36,40.77,8664422905309
North Sara,2018-02-04 15:04:20,36.84,0039849449619
Dunlapmouth,2018-01-26 05:24:04,31.19,2193257544637
Dennisside,2018-01-02 22:48:28,16.7,0981678094808
Lake Patriciaside,2018-03-09 05:25:40,29.74,9548965204299
New Adam,2018-01-02 20:50:44,32.56,9507060019610
Lukeport,2018-01-27 10:11:54,6.26,3051675066935
Dennisside,2018-01-18 11:01:08,12.92,2083722693925
Marshallside,2018-01-09 15:47:05,4.06,7986400840381
New Brandystad,2018-02-18 15:51:48,15.27,7943462811407
Diazmouth,2018-01-20 07:53:46,22.66,8260160294813
North Samantha,2018-02-09 22:09:14,21.61,9919516385345
Hollowayburgh,2018-01-16 04:09:26,9.97,4266429234679
Lake Sarah,2018-01-08 10:36:09,12.09,2716645506873
Lake Lindsay,2018-01-23 09:28:57,25.68,6034767284025
Brianmouth,2018-02-14 11:28:06,24.36,9256735135918
Dennisside,2018-01-08 08:27:26,29.8,3445836461002
New Adam,2018-02-27 06:03:56,38.43,7375890740323
Arielview,2018-02-21 14:59:46,38.46,1326624483241
Annaland,2018-02-21 18:42:50,40.64,0482722450958
West Kellyton,2018-03-05 13:17:40,29.13,7877073766323
New Adam,2018-01-16 14:12:16,19.25,0809193372839
New Adam,2018-01-14 04:26:47,5.58,7890507429793
Rodriguezborough,2018-01-15 01:49:55,42.22,4250462080751
New Brandystad,2018-02-24 10:21:42,24.32,7856279231750
Lukeport,2018-01-27 09:45:33,7.69,9233488743508
Gordonton,2018-02-17 15:54:03,20.36,8597605744641
Marshallside,2018-01-30 08:22:31,31.8,6577618067946
New Andrew,2018-01-23 19:17:46,7.1,0530560251722
Virginiafurt,2018-01-01 22:39:07,24.26,1090421320770
Mcdonaldbury,2018-02-26 03:17:36,26.71,6667653354153
Edwardberg,2018-01-15 13:11:03,44.57,7954773535272
North Samantha,2018-02-02 11:02:46,29.17,0287444850464
Hallville,2018-03-07 21:27:14,19.98,5638836471289
Lake Patriciaside,2018-01-17 20:13:35,11.03,9019616934105
Brownfort,2018-02-03 18:32:46,28.4,3860838542359
Josephtown,2018-01-26 12:18:26,28.19,8040981766313
Leeside,2018-02-16 22:48:03,11.72,0471413035697
Dunlapmouth,2018-03-01 05:56:06,6.12,8029750146402
New Adam,2018-02-15 08:28:12,24.38,4482610739710
Lake Breanna,2018-02-23 03:26:12,17.22,3514184575584
Fergusonshire,2018-02-10 18:19:14,32.48,3732933732105
Johnmouth,2018-01-06 19:48:25,15.52,2555215748752
Johnmouth,2018-01-16 16:31:06,28.37,6866609440920
West Kellyton,2018-01-01 09:25:26,5.03,8799505834525
Brianmouth,2018-01-09 02:34:09,39.29,2453424765587
New Adam,2018-01-03 01:28:40,26.66,3614145534732
Mcdonaldbury,2018-03-02 07:23:39,15.72,6482973160563
Baileychester,2018-02-04 12:52:54,23.92,7744764155905
Lake Breanna,2018-03-11 21:45:56,33.49,9014952809278
Brianmouth,2018-01-01 11:08:45,24.83,0291152688134
South Richardberg,2018-01-19 02:28:25,22.86,8948101745302
Hollowayburgh,2018-02-20 05:15:44,16.23,1295946345189
Leeside,2018-01-12 12:21:16,29.77,1390255666502
Kingtown,2018-02-11 20:34:16,29.1,1119413280356
Josephville,2018-03-10 17:00:24,40.07,3844571093071
Wisetown,2018-02-24 10:27:25,41.98,3345006443633
South Alyssa,2018-02-02 05:54:42,24.04,8454621899222
Hollowayburgh,2018-01-19 16:41:29,15.6,1624663031646
New Adam,2018-01-31 03:44:45,16.47,1512011234187
South Alyssa,2018-02-26 23:06:20,12.47,6193507915947
West Kellyton,2018-01-07 09:11:54,7.21,7306332713766
Brownfort,2018-02-18 17:00:32,35.66,8306979338772
Bryanbury,2018-01-15 23:21:33,18.85,0338233595674
Annaland,2018-03-04 19:44:05,18.8,7235852061678
Willismouth,2018-03-08 15:02:35,9.36,1583475008416
Howardshire,2018-02-12 09:32:44,10.56,2119427663472
Rodriguezborough,2018-03-11 10:18:10,43.56,1744834089945
Kingtown,2018-02-15 00:35:49,17.7,4133247754804
East Kristina,2018-02-23 08:20:57,37.91,3716833534342
Leeside,2018-01-04 20:52:07,8.92,2999914025514
Wisetown,2018-01-27 00:25:08,27.8,9232565532226
Leeside,2018-01-14 11:31:48,33.7,5706880802363
East Yvonneshire,2018-01-17 10:29:53,42.94,9853635859267
Dunlapmouth,2018-02-25 21:52:05,25.63,4103962353606
South Jessica,2018-01-15 22:40:54,34.95,8914217140331
Fergusonshire,2018-01-23 23:56:10,38.37,8390864980825
Annaland,2018-02-24 01:04:59,27.62,0219744758973
Benjaminport,2018-01-17 00:02:11,18.32,2473259790974
Johnmouth,2018-01-01 17:14:48,34.91,0977383927586
New Brandystad,2018-01-31 19:50:16,21.53,1629529089656
Wisetown,2018-02-12 23:39:15,37.48,4328791593935
Perezland,2018-02-10 20:11:27,41.29,1799017473615
Lukeport,2018-01-13 21:00:51,39.31,7367996534661
South Joshua,2018-01-03 07:16:25,21.18,2759662827620
Ortizland,2018-01-01 05:12:50,12.04,1056022714875
New Adam,2018-02-25 05:23:33,38.18,0750349078719
Dennisside,2018-01-03 20:58:18,10.25,8337133484691
Perezland,2018-02-08 07:10:32,9.37,4662630912564
Johnmouth,2018-01-29 07:41:52,30.56,3604018108313
Josephville,2018-01-25 09:12:48,31.28,4693307300971
West Robertland,2018-03-04 14:54:14,20.04,7762537822540
South Joshua,2018-02-25 23:34:47,26.37,5900401256271
Wisetown,2018-01-04 07:36:53,41.84,4602435196370
West Robertland,2018-02-06 08:08:44,25.57,1992345311042
South Alyssa,2018-01-15 12:37:32,41.57,4083431642656
Jacobsonmouth,2018-03-11 11:50:09,32.22,3255698614504
Kingtown,2018-02-22 19:15:33,36.53,9892431216133
New Andrew,2018-02-12 22:57:00,14.86,9689531221071
Dennisside,2018-02-27 20:37:17,6.76,9791583558040
Wisetown,2018-02-04 13:10:25,22.04,7971207986035
Lake Kariport,2018-03-04 14:04:15,18.59,6469591398523
Arielview,2018-01-27 06:52:26,29.52,1364715652947
Arielview,2018-02-01 03:03:56,30.73,6898627379685
Virginiafurt,2018-01-11 05:52:28,11.52,7226853751330
Port Nancy,2018-01-21 15:17:15,6.34,6728505025369
Gordonton,2018-02-03 15:38:28,40.31,6236925860724
Perezland,2018-01-14 18:16:47,27.32,1827400427676
Virginiafurt,2018-01-14 18:45:13,25.45,1896227172748
Lake Patriciaside,2018-02-09 05:19:24,15.79,5575120018181
Wisetown,2018-03-07 16:15:40,12.87,9170675672404
North Sara,2018-02-27 23:31:23,20.53,6702540725828
Josephtown,2018-01-19 16:30:14,44.95,2746299602270
Curtismouth,2018-02-20 08:21:41,44.59,2831564901742
Gordonton,2018-03-01 19:07:02,30.64,3113094983993
Curtismouth,2018-02-24 04:07:53,21.77,3048672593250
Kingtown,2018-01-05 14:14:20,26.91,0752685683565
Wisetown,2018-01-20 21:54:23,16.59,0394268840196
Josephtown,2018-01-13 11:25:17,25.82,9644953313193
Benjaminport,2018-01-26 17:28:31,6.51,5668414068631
Curtismouth,2018-01-07 13:19:55,13.85,5709855073300
North Samantha,2018-02-26 12:44:21,41.91,5358685263995
Leeside,2018-01-01 15:01:59,32.38,7149361301043
Lake Breanna,2018-01-03 23:23:48,38.57,0962933084611
Howardshire,2018-02-25 00:26:12,11.91,9828300958989
New Brandystad,2018-03-11 08:27:00,30.4,0833223203077
Lake Kariport,2018-01-11 20:35:20,20.4,9418895056803
Mullinsbury,2018-01-31 12:53:00,25.72,3934225764546
Virginiafurt,2018-01-31 11:03:47,10.91,2452903035432
South Richardberg,2018-01-19 15:17:04,11.44,9512304377647
Lake Kariport,2018-02-03 17:31:43,5.91,5046413617669
Davidborough,2018-02-27 13:43:24,13.75,9242655657371
West Robertland,2018-01-06 12:55:32,5.02,5658368073331
Brownfort,2018-01-14 15:40:19,27.0,7737059281533
Ortegaberg,2018-02-01 09:30:04,33.36,3445945867832
New Brandystad,2018-01-07 18:20:43,36.04,0736695270861
Marshallside,2018-03-07 06:41:13,12.0,4889683037079
New Adam,2018-02-20 01:33:30,22.25,3134364949624
Fergusonshire,2018-01-27 08:52:56,28.84,1131152933027
East Kristina,2018-02-12 20:41:46,35.61,1328152620891
New Andrew,2018-01-09 15:16:25,9.48,4415662564337
Wisetown,2018-01-12 21:30:18,5.14,0675684074731
Brownfort,2018-02-14 02:52:06,18.13,3650613092441
Brianmouth,2018-03-08 19:47:25,42.13,3534514200740
Annaland,2018-01-02 10:11:53,10.52,0218930236424
South Richardberg,2018-01-23 13:38:25,9.67,2373392246416
East Yvonneshire,2018-02-25 21:11:04,13.01,7002428085501
East Jenniferborough,2018-03-09 17:57:04,7.34,7392780893426
Jacobsonmouth,2018-01-28 14:21:03,14.28,0483710358669
Jackstad,2018-01-20 10:44:11,44.55,6858826755239
Lake Breanna,2018-01-21 02:41:11,31.4,4908902647667
Ortizland,2018-01-10 20:37:52,20.12,9131874447606
Lake Breanna,2018-01-20 21:17:25,33.17,3771571840353
Howardshire,2018-02-07 05:55:47,25.2,2946281225160
Mcdonaldbury,2018-01-15 22:12:57,24.19,7470115453528
New Matthewborough,2018-01-17 07:49:51,25.83,2660723177915
East Kristina,2018-03-12 07:46:02,30.38,1481423120237
New Brandystad,2018-02-11 05:47:35,12.75,8636231125834
Arielview,2018-02-27 16:42:37,20.07,7699244862999
Brianmouth,2018-02-13 22:53:37,33.56,5399011504962
Johnmouth,2018-01-27 20:52:59,34.45,6995718887071
Ortegaberg,2018-01-27 03:48:38,5.4,3730761907900
Rodriguezborough,2018-01-15 01:58:46,30.15,7624770735066
New Christopher,2018-01-12 06:20:42,19.33,2466255918398
Howardshire,2018-01-13 04:57:37,43.29,8170822327141
South Alyssa,2018-01-07 09:03:36,14.84,7549093737354
West Kellyton,2018-01-25 14:52:12,28.74,3425462370848
East Jenniferborough,2018-01-07 02:33:30,17.22,1002160548735
New Andrew,2018-01-25 04:45:06,12.77,3845032003356
West Tylerborough,2018-01-13 04:09:35,9.11,2823473952083
Virginiafurt,2018-02-28 04:52:49,4.66,0040363321510
Hollowayburgh,2018-01-16 11:46:40,23.87,3330545357961
Josephville,2018-02-13 10:32:24,42.46,8579041883320
Rodriguezborough,2018-02-18 10:15:25,17.24,1940072917563
Lake Breanna,2018-02-08 04:14:48,27.28,9690802675981
South Joshua,2018-01-05 21:37:47,41.1,7187642098701
Johnmouth,2018-03-10 23:36:25,5.83,7994290599999
South Richardberg,2018-03-08 18:20:10,10.91,9240325288801
New Brandystad,2018-02-22 17:05:33,13.08,0465032974680
Port Nancy,2018-01-20 21:52:02,26.05,9908227761807
New Matthewborough,2018-03-03 21:33:02,13.91,2026583214090
New Adam,2018-01-23 00:01:07,17.52,4891813754947
New Matthewborough,2018-01-29 05:07:25,43.37,1552282929368
South Richardberg,2018-01-24 11:02:20,29.09,2889662762222
Lake Lindsay,2018-02-17 12:02:53,42.86,8827738848085
West Kellyton,2018-02-17 05:29:32,27.19,3330224262883
Lake Nicoleside,2018-03-06 07:20:40,4.29,8473542675371
Brownfort,2018-01-26 20:29:12,32.95,6497565305949
Lake Lindsay,2018-02-04 22:03:36,24.4,3299166428644
Ortizland,2018-01-09 00:59:56,39.28,2993561325683
South Jessica,2018-01-12 15:05:47,10.5,3136040135048
Marshallside,2018-02-15 07:26:00,22.27,8631456778674
Willismouth,2018-01-04 03:55:33,22.71,2544968369864
Port Nancy,2018-03-05 16:39:11,17.72,8471590293721
Brianmouth,2018-01-01 16:12:31,32.18,5115002477882
Jackstad,2018-01-21 03:08:15,13.19,9264598253083
Glendatown,2018-01-22 18:33:27,26.91,4236637425015
West Kellyton,2018-01-03 22:53:59,39.42,9858601605329
Perezland,2018-01-07 05:57:52,16.51,8824880129970
East Jessicastad,2018-01-01 15:09:18,18.39,4409932711989
Wisetown,2018-01-12 17:10:59,41.12,5753118486345
Lake Nicoleside,2018-02-05 19:26:12,38.66,8665604200267
Riverahaven,2018-01-14 21:46:43,25.38,1323015205345
Lake Patriciaside,2018-01-30 17:06:31,11.51,5881645521700
Marshallside,2018-02-08 14:07:57,33.82,4912627762420
Carlchester,2018-03-08 01:46:18,34.8,6119260634796
Riverahaven,2018-02-07 12:41:46,18.07,5795205930973
New Christopher,2018-01-07 22:56:32,26.92,8860754262749
Hallville,2018-01-14 09:42:31,22.9,5336962248989
Jackstad,2018-01-08 08:03:09,28.73,9718574459506
South Richardberg,2018-02-20 22:03:20,12.44,5451414749804
Ortegaberg,2018-03-05 20:31:45,44.26,2236015768965
Bryanbury,2018-02-18 19:03:22,40.1,1665637583754
Riverahaven,2018-01-28 07:40:33,41.41,8912451902425
Carlchester,2018-01-10 23:55:28,37.73,0415072232745
Jackstad,2018-03-02 07:18:09,39.88,0721053898337
Virginiafurt,2018-02-26 15:08:01,17.13,9331423645679
New Adam,2018-02-24 03:49:49,43.55,3417073650617
Mullinsbury,2018-02-27 10:56:26,21.19,4976905640473
Howardshire,2018-02-07 13:13:49,17.7,3214828089773
South Joshua,2018-02-05 16:25:50,21.47,1283703154372
Glendatown,2018-02-05 00:12:39,38.6,9699082006737
Bryanbury,2018-01-19 17:53:36,40.02,6786566871066
Riverahaven,2018-03-09 22:50:05,43.0,2053401946420
Carlchester,2018-02-07 09:45:47,28.05,3106246790358
Mullinsbury,2018-02-18 23:15:06,40.54,4426860837239
Curtismouth,2018-01-22 01:03:28,12.06,7135365035404
New Christopher,2018-03-03 17:21:51,17.0,1897495458213
New Brandystad,2018-02-08 16:38:54,21.7,5904718059655
Curtismouth,2018-02-17 12:54:25,44.76,5366361153522
New Christopher,2018-02-04 17:08:00,24.27,1694808594954
New Matthewborough,2018-03-04 01:52:26,7.47,3568627487880
Lake Lindsay,2018-01-22 04:41:35,30.63,4810003071299
Ortizland,2018-03-04 15:34:13,39.11,5192638720360
Jackstad,2018-03-06 21:57:59,23.1,0803763665017
Willismouth,2018-01-21 00:12:02,14.84,8109050825563
Port Nancy,2018-02-23 10:21:35,22.38,9553253274458
North Sara,2018-01-05 04:04:15,25.7,3502770470399
Lake Sarah,2018-01-14 22:50:42,28.06,8656568898843
Arielview,2018-03-09 11:10:34,11.42,5616795694949
Taylorfurt,2018-01-19 10:29:28,32.68,3461157833939
Brianmouth,2018-03-09 01:17:33,36.59,2340818931195
Hollowayburgh,2018-02-17 20:59:22,41.93,2181983465470
Brownfort,2018-03-03 20:47:32,26.26,3675924629841
New Richard,2018-02-18 03:57:46,4.06,9948953717976
New Adam,2018-02-13 09:05:34,19.61,0007271931552
Willismouth,2018-01-25 14:20:32,41.31,8994666155865
Leeside,2018-01-23 17:20:32,13.46,1505984560889
West Robertland,2018-01-18 10:38:18,31.08,4021860749249
Brianmouth,2018-03-02 19:54:02,27.34,0672203566821
Virginiafurt,2018-01-04 06:39:57,25.82,3770651135310
Brownfort,2018-01-07 22:59:12,5.87,1326275765468
Glendatown,2018-01-10 02:05:03,35.31,9194390927786
Wisetown,2018-01-29 14:16:47,32.86,5265633364454
Carlchester,2018-01-30 15:16:52,10.42,2472801169947
East Jenniferborough,2018-01-27 00:55:26,24.4,5966234665239
South Richardberg,2018-02-06 14:07:50,24.44,4801667127064
Dunlapmouth,2018-02-09 10:10:25,13.21,8441674241412
West Robertland,2018-02-04 06:41:24,14.89,4137284196450
New Andrew,2018-01-31 07:39:44,20.16,6807951843588
East Jessicastad,2018-01-06 13:21:06,12.96,3460141247455
Josephtown,2018-01-27 13:17:30,4.71,7666973687919
South Alyssa,2018-03-08 14:43:58,33.73,7604550116285
Lake Patriciaside,2018-02-10 23:06:52,23.42,3532272452081
Riverahaven,2018-01-24 14:00:35,26.17,3853721253951
Mullinsbury,2018-02-20 12:07:55,16.51,4880373685433
Josephville,2018-02-05 00:07:23,36.66,7488725781399
East Kristina,2018-02-28 11:32:53,9.82,1751006856113
Johnmouth,2018-01-11 12:17:43,40.91,5568018956764
Taylorfurt,2018-03-05 09:49:01,30.64,7012070691173
South Jessica,2018-03-06 02:14:12,4.3,0170758242295
Ortegaberg,2018-01-16 06:16:46,29.04,7208247750648
South Richardberg,2018-03-04 19:19:24,38.74,3539655087076
Brownfort,2018-02-19 03:45:08,8.69,1913280533252
Hallville,2018-01-07 17:14:20,19.88,9084142038344
Lake Nicoleside,2018-01-23 10:01:11,39.53,3442655841510
Perezland,2018-01-23 02:24:23,29.84,5521310521375
Josephville,2018-03-03 04:39:18,19.4,8714108321661
Carlchester,2018-01-28 07:23:16,38.36,5721107396173
Perezland,2018-01-11 20:16:58,19.4,7300591115866
East Kristina,2018-01-13 17:13:23,43.4,9602155411260
Curtismouth,2018-02-01 11:19:11,37.27,8157497258864
Mcdonaldbury,2018-02-07 16:57:20,17.97,0248100207169
Dunlapmouth,2018-02-19 00:50:08,14.33,3051677913565
Josephville,2018-01-03 20:47:41,8.38,7654106292703
Josephville,2018-01-28 22:55:29,14.31,6043960018627
Lake Breanna,2018-02-27 04:10:10,23.52,1526801894017
Bryanbury,2018-03-02 08:37:11,30.72,3898298160936
Gordonton,2018-01-12 21:19:35,10.33,1531549811264
West Robertland,2018-01-02 14:49:16,10.33,8423689434041
Virginiafurt,2018-01-11 14:33:41,26.11,2784184558738
Kingtown,2018-01-25 10:20:06,36.86,4900034856016
Kingtown,2018-02-24 12:55:38,32.22,4773149233542
Howardshire,2018-02-03 23:16:28,34.42,9992224722381
East Jenniferborough,2018-02-24 16:24:18,20.69,2867255016211
Hallville,2018-01-07 03:53:03,26.86,7728523555199
Virginiafurt,2018-02-02 07:36:10,20.01,0147272230695
Howardshire,2018-01-10 01:18:33,25.12,2557138695632
West Tylerborough,2018-02-06 02:25:58,17.64,4532261032545
Baileychester,2018-01-20 19:50:12,39.3,0503105934763
Jackstad,2018-03-02 08:49:01,39.88,2903767860352
New Brandystad,2018-02-18 02:36:28,42.85,0781911368136
